task,model,is_inst,threshold_fitted,threshold,accuracy,bench_hash,num_shots,prompt_format,prompt_connector,prompt_granularity,prompt_feature_order,eval_results_path,predictions_path
ACSIncome,Qwen--Qwen2.5-7B-Instruct,1,1,0.01585192216421452,0.7141604085310904,1380119448,0,text,=,low,rand 2,results/folktexts/0-variations/model-Qwen--Qwen2.5-7B-Instruct/Qwen--Qwen2.5-7B-Instruct_task-ACSIncome/Qwen--Qwen2.5-7B-Instruct_bench-1380119448/results.bench-1380119448.json,results/folktexts/0-variations/model-Qwen--Qwen2.5-7B-Instruct/Qwen--Qwen2.5-7B-Instruct_task-ACSIncome/Qwen--Qwen2.5-7B-Instruct_bench-601662526/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2.5-7B-Instruct,1,1,0.3495575221238938,0.7481646139981977,3940247055,0,text,is,low,default,results/folktexts/0-variations/model-Qwen--Qwen2.5-7B-Instruct/Qwen--Qwen2.5-7B-Instruct_task-ACSIncome/Qwen--Qwen2.5-7B-Instruct_bench-3940247055/results.bench-3940247055.json,results/folktexts/0-variations/model-Qwen--Qwen2.5-7B-Instruct/Qwen--Qwen2.5-7B-Instruct_task-ACSIncome/Qwen--Qwen2.5-7B-Instruct_bench-772825678/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2.5-7B-Instruct,1,1,0.03753957485300769,0.7388044457795133,1508249310,0,bullet,=,original,rand 2,results/folktexts/0-variations/model-Qwen--Qwen2.5-7B-Instruct/Qwen--Qwen2.5-7B-Instruct_task-ACSIncome/Qwen--Qwen2.5-7B-Instruct_bench-1508249310/results.bench-1508249310.json,results/folktexts/0-variations/model-Qwen--Qwen2.5-7B-Instruct/Qwen--Qwen2.5-7B-Instruct_task-ACSIncome/Qwen--Qwen2.5-7B-Instruct_bench-3568146641/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2.5-7B-Instruct,1,1,0.05344757241942064,0.739759687593872,2097281108,0,comma,=,low,default,results/folktexts/0-variations/model-Qwen--Qwen2.5-7B-Instruct/Qwen--Qwen2.5-7B-Instruct_task-ACSIncome/Qwen--Qwen2.5-7B-Instruct_bench-2097281108/results.bench-2097281108.json,results/folktexts/0-variations/model-Qwen--Qwen2.5-7B-Instruct/Qwen--Qwen2.5-7B-Instruct_task-ACSIncome/Qwen--Qwen2.5-7B-Instruct_bench-2700823978/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2.5-7B-Instruct,1,1,0.06761957119296316,0.7498287774106338,89563907,0,text,=,original, reversed,results/folktexts/0-variations/model-Qwen--Qwen2.5-7B-Instruct/Qwen--Qwen2.5-7B-Instruct_task-ACSIncome/Qwen--Qwen2.5-7B-Instruct_bench-89563907/results.bench-89563907.json,results/folktexts/0-variations/model-Qwen--Qwen2.5-7B-Instruct/Qwen--Qwen2.5-7B-Instruct_task-ACSIncome/Qwen--Qwen2.5-7B-Instruct_bench-3352439867/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2.5-7B-Instruct,1,1,0.042215769488496764,0.7458275758486032,623900430,0,text,:,original, reversed,results/folktexts/0-variations/model-Qwen--Qwen2.5-7B-Instruct/Qwen--Qwen2.5-7B-Instruct_task-ACSIncome/Qwen--Qwen2.5-7B-Instruct_bench-623900430/results.bench-623900430.json,results/folktexts/0-variations/model-Qwen--Qwen2.5-7B-Instruct/Qwen--Qwen2.5-7B-Instruct_task-ACSIncome/Qwen--Qwen2.5-7B-Instruct_bench-3347411277/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2.5-7B-Instruct,1,1,0.08509680324178298,0.7556683688795434,3159500237,0,bullet,=,original,rand 1,results/folktexts/0-variations/model-Qwen--Qwen2.5-7B-Instruct/Qwen--Qwen2.5-7B-Instruct_task-ACSIncome/Qwen--Qwen2.5-7B-Instruct_bench-3159500237/results.bench-3159500237.json,results/folktexts/0-variations/model-Qwen--Qwen2.5-7B-Instruct/Qwen--Qwen2.5-7B-Instruct_task-ACSIncome/Qwen--Qwen2.5-7B-Instruct_bench-4060049835/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2.5-7B-Instruct,1,0,0.5,0.760180234304596,352608008,0,text,=,original,default,results/folktexts/0-variations/model-Qwen--Qwen2.5-7B-Instruct/Qwen--Qwen2.5-7B-Instruct_task-ACSIncome/Qwen--Qwen2.5-7B-Instruct_bench-352608008/results.bench-352608008.json,results/folktexts/0-variations/model-Qwen--Qwen2.5-7B-Instruct/Qwen--Qwen2.5-7B-Instruct_task-ACSIncome/Qwen--Qwen2.5-7B-Instruct_bench-352608008/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2.5-7B-Instruct,1,1,0.08525576730190572,0.7456112946830881,2983378476,0,comma,:,low,rand 1,results/folktexts/0-variations/model-Qwen--Qwen2.5-7B-Instruct/Qwen--Qwen2.5-7B-Instruct_task-ACSIncome/Qwen--Qwen2.5-7B-Instruct_bench-2983378476/results.bench-2983378476.json,results/folktexts/0-variations/model-Qwen--Qwen2.5-7B-Instruct/Qwen--Qwen2.5-7B-Instruct_task-ACSIncome/Qwen--Qwen2.5-7B-Instruct_bench-3564642055/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2.5-7B-Instruct,1,1,0.02930928468948555,0.7559927906278162,812359905,0,bullet,:,original,rand 3,results/folktexts/0-variations/model-Qwen--Qwen2.5-7B-Instruct/Qwen--Qwen2.5-7B-Instruct_task-ACSIncome/Qwen--Qwen2.5-7B-Instruct_bench-812359905/results.bench-812359905.json,results/folktexts/0-variations/model-Qwen--Qwen2.5-7B-Instruct/Qwen--Qwen2.5-7B-Instruct_task-ACSIncome/Qwen--Qwen2.5-7B-Instruct_bench-2860759791/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2.5-7B-Instruct,1,0,0.5,0.7677080204265545,3274878,0,comma,:,original,rand 1,results/folktexts/0-variations/model-Qwen--Qwen2.5-7B-Instruct/Qwen--Qwen2.5-7B-Instruct_task-ACSIncome/Qwen--Qwen2.5-7B-Instruct_bench-3274878/results.bench-3274878.json,results/folktexts/0-variations/model-Qwen--Qwen2.5-7B-Instruct/Qwen--Qwen2.5-7B-Instruct_task-ACSIncome/Qwen--Qwen2.5-7B-Instruct_bench-3274878/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2.5-7B-Instruct,1,1,0.04213677181671655,0.7422709522379093,3961004407,0,comma,=,original, reversed,results/folktexts/0-variations/model-Qwen--Qwen2.5-7B-Instruct/Qwen--Qwen2.5-7B-Instruct_task-ACSIncome/Qwen--Qwen2.5-7B-Instruct_bench-3961004407/results.bench-3961004407.json,results/folktexts/0-variations/model-Qwen--Qwen2.5-7B-Instruct/Qwen--Qwen2.5-7B-Instruct_task-ACSIncome/Qwen--Qwen2.5-7B-Instruct_bench-1591504317/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2.5-7B-Instruct,1,1,0.05314009661835749,0.7554821267647942,1834823242,0,text,:,low,rand 3,results/folktexts/0-variations/model-Qwen--Qwen2.5-7B-Instruct/Qwen--Qwen2.5-7B-Instruct_task-ACSIncome/Qwen--Qwen2.5-7B-Instruct_bench-1834823242/results.bench-1834823242.json,results/folktexts/0-variations/model-Qwen--Qwen2.5-7B-Instruct/Qwen--Qwen2.5-7B-Instruct_task-ACSIncome/Qwen--Qwen2.5-7B-Instruct_bench-2707364000/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2.5-7B-Instruct,1,1,0.06005221932114883,0.7424031240612796,744137062,0,comma,is,low,rand 1,results/folktexts/0-variations/model-Qwen--Qwen2.5-7B-Instruct/Qwen--Qwen2.5-7B-Instruct_task-ACSIncome/Qwen--Qwen2.5-7B-Instruct_bench-744137062/results.bench-744137062.json,results/folktexts/0-variations/model-Qwen--Qwen2.5-7B-Instruct/Qwen--Qwen2.5-7B-Instruct_task-ACSIncome/Qwen--Qwen2.5-7B-Instruct_bench-1457105740/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2.5-7B-Instruct,1,1,0.22232558139534883,0.7518293781916492,4107939915,0,bullet,is,low,default,results/folktexts/0-variations/model-Qwen--Qwen2.5-7B-Instruct/Qwen--Qwen2.5-7B-Instruct_task-ACSIncome/Qwen--Qwen2.5-7B-Instruct_bench-4107939915/results.bench-4107939915.json,results/folktexts/0-variations/model-Qwen--Qwen2.5-7B-Instruct/Qwen--Qwen2.5-7B-Instruct_task-ACSIncome/Qwen--Qwen2.5-7B-Instruct_bench-2151205222/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2.5-7B-Instruct,1,1,0.0373811103738111,0.747389606488435,4226684636,0,comma,=,original,rand 3,results/folktexts/0-variations/model-Qwen--Qwen2.5-7B-Instruct/Qwen--Qwen2.5-7B-Instruct_task-ACSIncome/Qwen--Qwen2.5-7B-Instruct_bench-4226684636/results.bench-4226684636.json,results/folktexts/0-variations/model-Qwen--Qwen2.5-7B-Instruct/Qwen--Qwen2.5-7B-Instruct_task-ACSIncome/Qwen--Qwen2.5-7B-Instruct_bench-3233995434/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2.5-7B-Instruct,1,1,0.03728813559322034,0.7456954040252328,408079988,0,bullet,=,low,rand 3,results/folktexts/0-variations/model-Qwen--Qwen2.5-7B-Instruct/Qwen--Qwen2.5-7B-Instruct_task-ACSIncome/Qwen--Qwen2.5-7B-Instruct_bench-408079988/results.bench-408079988.json,results/folktexts/0-variations/model-Qwen--Qwen2.5-7B-Instruct/Qwen--Qwen2.5-7B-Instruct_task-ACSIncome/Qwen--Qwen2.5-7B-Instruct_bench-3189935726/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2.5-7B-Instruct,1,1,0.0599950211600697,0.762805647341544,114645248,0,comma,:,original,default,results/folktexts/0-variations/model-Qwen--Qwen2.5-7B-Instruct/Qwen--Qwen2.5-7B-Instruct_task-ACSIncome/Qwen--Qwen2.5-7B-Instruct_bench-114645248/results.bench-114645248.json,results/folktexts/0-variations/model-Qwen--Qwen2.5-7B-Instruct/Qwen--Qwen2.5-7B-Instruct_task-ACSIncome/Qwen--Qwen2.5-7B-Instruct_bench-4085164979/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2.5-7B-Instruct,1,0,0.5,0.7693661760288375,2149679586,0,comma,:,original,rand 3,results/folktexts/0-variations/model-Qwen--Qwen2.5-7B-Instruct/Qwen--Qwen2.5-7B-Instruct_task-ACSIncome/Qwen--Qwen2.5-7B-Instruct_bench-2149679586/results.bench-2149679586.json,results/folktexts/0-variations/model-Qwen--Qwen2.5-7B-Instruct/Qwen--Qwen2.5-7B-Instruct_task-ACSIncome/Qwen--Qwen2.5-7B-Instruct_bench-2149679586/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2.5-7B-Instruct,1,1,0.05346187554776512,0.7419645539200961,2955141003,0,text,=,low,rand 1,results/folktexts/0-variations/model-Qwen--Qwen2.5-7B-Instruct/Qwen--Qwen2.5-7B-Instruct_task-ACSIncome/Qwen--Qwen2.5-7B-Instruct_bench-2955141003/results.bench-2955141003.json,results/folktexts/0-variations/model-Qwen--Qwen2.5-7B-Instruct/Qwen--Qwen2.5-7B-Instruct_task-ACSIncome/Qwen--Qwen2.5-7B-Instruct_bench-3767599738/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2.5-7B-Instruct,1,1,0.060109289617486336,0.7381255632322019,1040842209,0,comma,=,low,rand 1,results/folktexts/0-variations/model-Qwen--Qwen2.5-7B-Instruct/Qwen--Qwen2.5-7B-Instruct_task-ACSIncome/Qwen--Qwen2.5-7B-Instruct_bench-1040842209/results.bench-1040842209.json,results/folktexts/0-variations/model-Qwen--Qwen2.5-7B-Instruct/Qwen--Qwen2.5-7B-Instruct_task-ACSIncome/Qwen--Qwen2.5-7B-Instruct_bench-988109882/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2.5-7B-Instruct,1,1,0.047285464098073555,0.743682787623911,2486452769,0,comma,:,low,default,results/folktexts/0-variations/model-Qwen--Qwen2.5-7B-Instruct/Qwen--Qwen2.5-7B-Instruct_task-ACSIncome/Qwen--Qwen2.5-7B-Instruct_bench-2486452769/results.bench-2486452769.json,results/folktexts/0-variations/model-Qwen--Qwen2.5-7B-Instruct/Qwen--Qwen2.5-7B-Instruct_task-ACSIncome/Qwen--Qwen2.5-7B-Instruct_bench-1110002562/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2.5-7B-Instruct,1,1,0.03300790330079033,0.746031841393812,243967267,0,text,is,original, reversed,results/folktexts/0-variations/model-Qwen--Qwen2.5-7B-Instruct/Qwen--Qwen2.5-7B-Instruct_task-ACSIncome/Qwen--Qwen2.5-7B-Instruct_bench-243967267/results.bench-243967267.json,results/folktexts/0-variations/model-Qwen--Qwen2.5-7B-Instruct/Qwen--Qwen2.5-7B-Instruct_task-ACSIncome/Qwen--Qwen2.5-7B-Instruct_bench-417683909/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2.5-7B-Instruct,1,1,0.04746044962531224,0.7309462300991288,249960748,0,text,=,original,rand 2,results/folktexts/0-variations/model-Qwen--Qwen2.5-7B-Instruct/Qwen--Qwen2.5-7B-Instruct_task-ACSIncome/Qwen--Qwen2.5-7B-Instruct_bench-249960748/results.bench-249960748.json,results/folktexts/0-variations/model-Qwen--Qwen2.5-7B-Instruct/Qwen--Qwen2.5-7B-Instruct_task-ACSIncome/Qwen--Qwen2.5-7B-Instruct_bench-1123931894/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2.5-7B-Instruct,1,1,0.04226491405460061,0.7419405226794833,2222879040,0,bullet,is,low, reversed,results/folktexts/0-variations/model-Qwen--Qwen2.5-7B-Instruct/Qwen--Qwen2.5-7B-Instruct_task-ACSIncome/Qwen--Qwen2.5-7B-Instruct_bench-2222879040/results.bench-2222879040.json,results/folktexts/0-variations/model-Qwen--Qwen2.5-7B-Instruct/Qwen--Qwen2.5-7B-Instruct_task-ACSIncome/Qwen--Qwen2.5-7B-Instruct_bench-1976402440/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2.5-7B-Instruct,1,1,0.02586482171367749,0.7355241814358666,976881989,0,text,is,low, reversed,results/folktexts/0-variations/model-Qwen--Qwen2.5-7B-Instruct/Qwen--Qwen2.5-7B-Instruct_task-ACSIncome/Qwen--Qwen2.5-7B-Instruct_bench-976881989/results.bench-976881989.json,results/folktexts/0-variations/model-Qwen--Qwen2.5-7B-Instruct/Qwen--Qwen2.5-7B-Instruct_task-ACSIncome/Qwen--Qwen2.5-7B-Instruct_bench-979865517/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2.5-7B-Instruct,1,1,0.11926605504587157,0.7611835386001803,1036131669,0,comma,=,original,default,results/folktexts/0-variations/model-Qwen--Qwen2.5-7B-Instruct/Qwen--Qwen2.5-7B-Instruct_task-ACSIncome/Qwen--Qwen2.5-7B-Instruct_bench-1036131669/results.bench-1036131669.json,results/folktexts/0-variations/model-Qwen--Qwen2.5-7B-Instruct/Qwen--Qwen2.5-7B-Instruct_task-ACSIncome/Qwen--Qwen2.5-7B-Instruct_bench-3673075045/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2.5-7B-Instruct,1,1,0.03732981993851559,0.7345148693301292,3938087874,0,bullet,=,original, reversed,results/folktexts/0-variations/model-Qwen--Qwen2.5-7B-Instruct/Qwen--Qwen2.5-7B-Instruct_task-ACSIncome/Qwen--Qwen2.5-7B-Instruct_bench-3938087874/results.bench-3938087874.json,results/folktexts/0-variations/model-Qwen--Qwen2.5-7B-Instruct/Qwen--Qwen2.5-7B-Instruct_task-ACSIncome/Qwen--Qwen2.5-7B-Instruct_bench-63802898/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2.5-7B-Instruct,1,1,0.04210736379964079,0.7459477320516672,349385457,0,bullet,=,low,rand 1,results/folktexts/0-variations/model-Qwen--Qwen2.5-7B-Instruct/Qwen--Qwen2.5-7B-Instruct_task-ACSIncome/Qwen--Qwen2.5-7B-Instruct_bench-349385457/results.bench-349385457.json,results/folktexts/0-variations/model-Qwen--Qwen2.5-7B-Instruct/Qwen--Qwen2.5-7B-Instruct_task-ACSIncome/Qwen--Qwen2.5-7B-Instruct_bench-4132382233/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2.5-7B-Instruct,1,1,0.06006137658921526,0.7536136978071493,3604163708,0,text,is,low,rand 3,results/folktexts/0-variations/model-Qwen--Qwen2.5-7B-Instruct/Qwen--Qwen2.5-7B-Instruct_task-ACSIncome/Qwen--Qwen2.5-7B-Instruct_bench-3604163708/results.bench-3604163708.json,results/folktexts/0-variations/model-Qwen--Qwen2.5-7B-Instruct/Qwen--Qwen2.5-7B-Instruct_task-ACSIncome/Qwen--Qwen2.5-7B-Instruct_bench-1749794492/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2.5-7B-Instruct,1,1,0.015900751354184867,0.7185401021327726,1980483731,0,text,is,low,rand 2,results/folktexts/0-variations/model-Qwen--Qwen2.5-7B-Instruct/Qwen--Qwen2.5-7B-Instruct_task-ACSIncome/Qwen--Qwen2.5-7B-Instruct_bench-1980483731/results.bench-1980483731.json,results/folktexts/0-variations/model-Qwen--Qwen2.5-7B-Instruct/Qwen--Qwen2.5-7B-Instruct_task-ACSIncome/Qwen--Qwen2.5-7B-Instruct_bench-1411688870/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2-7B-Instruct,1,1,0.3484848484848485,0.7444878341844398,2580169462,0,bullet,is,low, reversed,results/folktexts/0-variations/model-Qwen--Qwen2-7B-Instruct/Qwen--Qwen2-7B-Instruct_task-ACSIncome/Qwen--Qwen2-7B-Instruct_bench-2580169462/results.bench-2580169462.json,results/folktexts/0-variations/model-Qwen--Qwen2-7B-Instruct/Qwen--Qwen2-7B-Instruct_task-ACSIncome/Qwen--Qwen2-7B-Instruct_bench-3758812351/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2-7B-Instruct,1,1,0.4083129584352078,0.7454430759987984,3172186420,0,comma,is,original,rand 2,results/folktexts/0-variations/model-Qwen--Qwen2-7B-Instruct/Qwen--Qwen2-7B-Instruct_task-ACSIncome/Qwen--Qwen2-7B-Instruct_bench-3172186420/results.bench-3172186420.json,results/folktexts/0-variations/model-Qwen--Qwen2-7B-Instruct/Qwen--Qwen2-7B-Instruct_task-ACSIncome/Qwen--Qwen2-7B-Instruct_bench-3915214134/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2-7B-Instruct,1,1,0.4076923076923077,0.7334574947431661,480687611,0,text,=,low, reversed,results/folktexts/0-variations/model-Qwen--Qwen2-7B-Instruct/Qwen--Qwen2-7B-Instruct_task-ACSIncome/Qwen--Qwen2-7B-Instruct_bench-480687611/results.bench-480687611.json,results/folktexts/0-variations/model-Qwen--Qwen2-7B-Instruct/Qwen--Qwen2-7B-Instruct_task-ACSIncome/Qwen--Qwen2-7B-Instruct_bench-661845775/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2-7B-Instruct,1,1,0.4680365296803653,0.7243676779813758,1412148593,0,comma,is,low,rand 2,results/folktexts/0-variations/model-Qwen--Qwen2-7B-Instruct/Qwen--Qwen2-7B-Instruct_task-ACSIncome/Qwen--Qwen2-7B-Instruct_bench-1412148593/results.bench-1412148593.json,results/folktexts/0-variations/model-Qwen--Qwen2-7B-Instruct/Qwen--Qwen2-7B-Instruct_task-ACSIncome/Qwen--Qwen2-7B-Instruct_bench-611526814/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2-7B-Instruct,1,1,0.46946564885496184,0.7667407629918894,2484700704,0,bullet,=,low,default,results/folktexts/0-variations/model-Qwen--Qwen2-7B-Instruct/Qwen--Qwen2-7B-Instruct_task-ACSIncome/Qwen--Qwen2-7B-Instruct_bench-2484700704/results.bench-2484700704.json,results/folktexts/0-variations/model-Qwen--Qwen2-7B-Instruct/Qwen--Qwen2-7B-Instruct_task-ACSIncome/Qwen--Qwen2-7B-Instruct_bench-1025001846/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2-7B-Instruct,1,1,0.09546666666666667,0.7531691198558126,1061106485,0,text,is,original,default,results/folktexts/0-variations/model-Qwen--Qwen2-7B-Instruct/Qwen--Qwen2-7B-Instruct_task-ACSIncome/Qwen--Qwen2-7B-Instruct_bench-1061106485/results.bench-1061106485.json,results/folktexts/0-variations/model-Qwen--Qwen2-7B-Instruct/Qwen--Qwen2-7B-Instruct_task-ACSIncome/Qwen--Qwen2-7B-Instruct_bench-2427307741/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2-7B-Instruct,1,1,0.29457364341085274,0.747209372183839,164752820,0,bullet,is,original,rand 2,results/folktexts/0-variations/model-Qwen--Qwen2-7B-Instruct/Qwen--Qwen2-7B-Instruct_task-ACSIncome/Qwen--Qwen2-7B-Instruct_bench-164752820/results.bench-164752820.json,results/folktexts/0-variations/model-Qwen--Qwen2-7B-Instruct/Qwen--Qwen2-7B-Instruct_task-ACSIncome/Qwen--Qwen2-7B-Instruct_bench-3573376914/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2-7B-Instruct,1,1,0.592274678111588,0.7347431661159507,1298431362,0,comma,is,low, reversed,results/folktexts/0-variations/model-Qwen--Qwen2-7B-Instruct/Qwen--Qwen2-7B-Instruct_task-ACSIncome/Qwen--Qwen2-7B-Instruct_bench-1298431362/results.bench-1298431362.json,results/folktexts/0-variations/model-Qwen--Qwen2-7B-Instruct/Qwen--Qwen2-7B-Instruct_task-ACSIncome/Qwen--Qwen2-7B-Instruct_bench-212733752/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2-7B-Instruct,1,1,0.2448512585812357,0.7567918293781917,828555677,0,text,is,original,rand 1,results/folktexts/0-variations/model-Qwen--Qwen2-7B-Instruct/Qwen--Qwen2-7B-Instruct_task-ACSIncome/Qwen--Qwen2-7B-Instruct_bench-828555677/results.bench-828555677.json,results/folktexts/0-variations/model-Qwen--Qwen2-7B-Instruct/Qwen--Qwen2-7B-Instruct_task-ACSIncome/Qwen--Qwen2-7B-Instruct_bench-657425833/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2-7B-Instruct,1,1,0.2692867540029112,0.7513247221387804,3759160864,0,bullet,is,low,default,results/folktexts/0-variations/model-Qwen--Qwen2-7B-Instruct/Qwen--Qwen2-7B-Instruct_task-ACSIncome/Qwen--Qwen2-7B-Instruct_bench-3759160864/results.bench-3759160864.json,results/folktexts/0-variations/model-Qwen--Qwen2-7B-Instruct/Qwen--Qwen2-7B-Instruct_task-ACSIncome/Qwen--Qwen2-7B-Instruct_bench-1987573235/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2-7B-Instruct,1,1,0.3211009174311927,0.7682427155301892,2735561230,0,comma,is,original,default,results/folktexts/0-variations/model-Qwen--Qwen2-7B-Instruct/Qwen--Qwen2-7B-Instruct_task-ACSIncome/Qwen--Qwen2-7B-Instruct_bench-2735561230/results.bench-2735561230.json,results/folktexts/0-variations/model-Qwen--Qwen2-7B-Instruct/Qwen--Qwen2-7B-Instruct_task-ACSIncome/Qwen--Qwen2-7B-Instruct_bench-1246527328/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2-7B-Instruct,1,1,0.6227848101265823,0.7647521778311805,2222173530,0,comma,is,original,rand 1,results/folktexts/0-variations/model-Qwen--Qwen2-7B-Instruct/Qwen--Qwen2-7B-Instruct_task-ACSIncome/Qwen--Qwen2-7B-Instruct_bench-2222173530/results.bench-2222173530.json,results/folktexts/0-variations/model-Qwen--Qwen2-7B-Instruct/Qwen--Qwen2-7B-Instruct_task-ACSIncome/Qwen--Qwen2-7B-Instruct_bench-2177889967/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2-7B-Instruct,1,1,0.1485148514851485,0.71372784620006,1859073168,0,bullet,:,low,rand 2,results/folktexts/0-variations/model-Qwen--Qwen2-7B-Instruct/Qwen--Qwen2-7B-Instruct_task-ACSIncome/Qwen--Qwen2-7B-Instruct_bench-1859073168/results.bench-1859073168.json,results/folktexts/0-variations/model-Qwen--Qwen2-7B-Instruct/Qwen--Qwen2-7B-Instruct_task-ACSIncome/Qwen--Qwen2-7B-Instruct_bench-1804640018/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2-7B-Instruct,1,1,0.5923217550274223,0.757554821267648,1261595427,0,text,:,original,rand 1,results/folktexts/0-variations/model-Qwen--Qwen2-7B-Instruct/Qwen--Qwen2-7B-Instruct_task-ACSIncome/Qwen--Qwen2-7B-Instruct_bench-1261595427/results.bench-1261595427.json,results/folktexts/0-variations/model-Qwen--Qwen2-7B-Instruct/Qwen--Qwen2-7B-Instruct_task-ACSIncome/Qwen--Qwen2-7B-Instruct_bench-2344017325/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2-7B-Instruct,1,1,0.18219749652294853,0.764253529588465,777369373,0,bullet,:,original,rand 3,results/folktexts/0-variations/model-Qwen--Qwen2-7B-Instruct/Qwen--Qwen2-7B-Instruct_task-ACSIncome/Qwen--Qwen2-7B-Instruct_bench-777369373/results.bench-777369373.json,results/folktexts/0-variations/model-Qwen--Qwen2-7B-Instruct/Qwen--Qwen2-7B-Instruct_task-ACSIncome/Qwen--Qwen2-7B-Instruct_bench-1615433143/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2-7B-Instruct,1,1,0.6226912928759895,0.7660078101531992,2341646380,0,text,=,low,default,results/folktexts/0-variations/model-Qwen--Qwen2-7B-Instruct/Qwen--Qwen2-7B-Instruct_task-ACSIncome/Qwen--Qwen2-7B-Instruct_bench-2341646380/results.bench-2341646380.json,results/folktexts/0-variations/model-Qwen--Qwen2-7B-Instruct/Qwen--Qwen2-7B-Instruct_task-ACSIncome/Qwen--Qwen2-7B-Instruct_bench-1829600386/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
